cluster_id,signal,occurrences,distinct_texts,files,boilerplate_class,internally_divergent,divergence_triggers,min_pairwise_similarity,formed_by_chaining,proposed_representative_id,proposed_representative_file,proposed_representative_line,authority_reason,dates,ratified_by,member_ids,representative_text_excerpt_grouped_clusters_only_full_text_in_decision_candidates_json
DC-12462,1-text,1,1,1,,,,,,DH-13179,cc_stage5_phase2_2b_report.md,78,Claude Code session report or dispatch (a restatement by construction),,,DH-13179,
DC-12463,1-text,1,1,1,,,,,,DH-13180,cc_stage5_phase2_2b_report.md,99,Claude Code session report or dispatch (a restatement by construction),,,DH-13180,
DC-12464,1-text,1,1,1,,,,,,DH-13181,cc_stage5_phase2_2b_report.md,103,Claude Code session report or dispatch (a restatement by construction),,,DH-13181,
DC-12465,1-text,1,1,1,,,,,,DH-13182,cc_stage5_phase2_2b_report.md,104,Claude Code session report or dispatch (a restatement by construction),,,DH-13182,
DC-12466,1-text,1,1,1,,,,,,DH-13183,cc_stage5_phase2_2b_report.md,105,Claude Code session report or dispatch (a restatement by construction),,,DH-13183,
DC-12467,1-text,1,1,1,,,,,,DH-13184,cc_stage5_phase2_2b_report.md,107,Claude Code session report or dispatch (a restatement by construction),,,DH-13184,
DC-12468,1-text,1,1,1,,,,,,DH-13185,cc_stage5_phase2_2b_report.md,111,Claude Code session report or dispatch (a restatement by construction),,,DH-13185,
DC-12469,1-text,1,1,1,,,,,,DH-13186,cc_stage5_phase2_2b_report.md,121,Claude Code session report or dispatch (a restatement by construction),,,DH-13186,
DC-12470,1-text,1,1,1,,,,,,DH-13187,cc_stage5_phase2_2b_report.md,129,Claude Code session report or dispatch (a restatement by construction),,,DH-13187,
DC-12471,1-text,1,1,1,,,,,,DH-13189,cc_stage5_phase2_2b_report.md,153,Claude Code session report or dispatch (a restatement by construction),,,DH-13189,
DC-12472,1-text,1,1,1,,,,,,DH-13190,cc_stage5_phase2_2b_report.md,169,Claude Code session report or dispatch (a restatement by construction),,,DH-13190,
DC-12473,1-text,1,1,1,,,,,,DH-13191,cc_stage5_phase2_2b_report.md,179,Claude Code session report or dispatch (a restatement by construction),,,DH-13191,
DC-12474,1-text,1,1,1,,,,,,DH-13192,cc_stage5_phase2_2b_report.md,187,Claude Code session report or dispatch (a restatement by construction),,,DH-13192,
DC-12475,1-text,1,1,1,,,,,,DH-13193,cc_stage5_phase2_2b_report.md,192,Claude Code session report or dispatch (a restatement by construction),,,DH-13193,
DC-12476,1-text,1,1,1,,,,,,DH-13194,cc_stage5_phase2_2b_report.md,202,Claude Code session report or dispatch (a restatement by construction),,,DH-13194,
DC-12477,1-text,1,1,1,,,,,,DH-13195,cc_stage5_phase2_2b_report.md,221,Claude Code session report or dispatch (a restatement by construction),,,DH-13195,
DC-12478,1-text,1,1,1,,,,,,DH-13196,cc_stage5_phase2_2b_report.md,226,Claude Code session report or dispatch (a restatement by construction),,,DH-13196,
DC-12479,1-text,1,1,1,,,,,,DH-13197,cc_stage5_phase2_2b_report.md,231,Claude Code session report or dispatch (a restatement by construction),,,DH-13197,
DC-12480,1-text,1,1,1,,,,,,DH-13198,cc_stage5_phase2_2b_report.md,233,Claude Code session report or dispatch (a restatement by construction),,,DH-13198,
DC-12481,1-text,1,1,1,,,,,,DH-13199,cc_stage5_phase2_2b_report.md,248,Claude Code session report or dispatch (a restatement by construction),,,DH-13199,
DC-12482,1-text,1,1,1,,,,,,DH-13200,cc_stage5_phase2_2b_report.md,253,Claude Code session report or dispatch (a restatement by construction),,,DH-13200,
DC-12483,1-text,1,1,1,,,,,,DH-13201,cc_stage5_phase2_2b_report.md,255,Claude Code session report or dispatch (a restatement by construction),,,DH-13201,
DC-12484,1-text,1,1,1,,,,,,DH-13202,cc_stage5_phase2_2b_report.md,263,Claude Code session report or dispatch (a restatement by construction),,,DH-13202,
DC-12485,1-text,1,1,1,,,,,,DH-13203,cc_stage5_phase2_2b_report.md,270,Claude Code session report or dispatch (a restatement by construction),,,DH-13203,
DC-12486,1-text,1,1,1,,,,,,DH-13204,cc_stage5_phase2_2b_report.md,281,Claude Code session report or dispatch (a restatement by construction),,,DH-13204,
DC-12487,1-text,1,1,1,,,,,,DH-13205,cc_stage5_phase2_2b_report.md,286,Claude Code session report or dispatch (a restatement by construction),,,DH-13205,
DC-12488,1-text,1,1,1,,,,,,DH-13206,cc_stage5_phase2_2b_report.md,294,Claude Code session report or dispatch (a restatement by construction),,,DH-13206,
DC-12489,1-text,1,1,1,,,,,,DH-13207,cc_stage5_phase2_2b_report.md,300,Claude Code session report or dispatch (a restatement by construction),,,DH-13207,
DC-12490,1-text,1,1,1,,,,,,DH-13208,cc_stage5_phase2_2b_report.md,304,Claude Code session report or dispatch (a restatement by construction),,,DH-13208,
DC-12491,1-text,1,1,1,,,,,,DH-13209,cc_stage5_phase2_2b_report.md,315,Claude Code session report or dispatch (a restatement by construction),,,DH-13209,
DC-12492,1-text,1,1,1,,,,,,DH-13210,cc_stage5_phase2_2b_report.md,319,Claude Code session report or dispatch (a restatement by construction),,,DH-13210,
DC-12493,1-text,1,1,1,,,,,,DH-13211,cc_stage5_phase2_2b_report.md,322,Claude Code session report or dispatch (a restatement by construction),,,DH-13211,
DC-12494,1-text,1,1,1,,,,,,DH-13212,cc_stage5_phase2_2b_report.md,329,Claude Code session report or dispatch (a restatement by construction),,,DH-13212,
DC-12495,1-text,1,1,1,,,,,,DH-13213,cc_stage5_phase2_2b_report.md,332,Claude Code session report or dispatch (a restatement by construction),,,DH-13213,
DC-12496,1-text,1,1,1,,,,,,DH-13214,cc_stage5_phase2_2b_report.md,333,Claude Code session report or dispatch (a restatement by construction),,,DH-13214,
DC-12497,1-text,1,1,1,,,,,,DH-13215,cc_stage5_phase2_2b_report.md,336,Claude Code session report or dispatch (a restatement by construction),,,DH-13215,
DC-12498,1-text,1,1,1,,,,,,DH-13216,cc_stage5_phase2_2b_report.md,338,Claude Code session report or dispatch (a restatement by construction),,,DH-13216,
DC-12499,1-text,1,1,1,,,,,,DH-13217,cc_stage5_phase2_2b_report.md,347,Claude Code session report or dispatch (a restatement by construction),,,DH-13217,
DC-12500,1-text,1,1,1,,,,,,DH-13218,cc_stage5_phase2_2b_report.md,356,Claude Code session report or dispatch (a restatement by construction),,,DH-13218,
DC-12501,1-text,1,1,1,,,,,,DH-13219,cc_stage5_phase2_2b_report.md,360,Claude Code session report or dispatch (a restatement by construction),,,DH-13219,
DC-12502,1-text,1,1,1,,,,,,DH-13220,cc_stage5_phase2_2b_report.md,369,Claude Code session report or dispatch (a restatement by construction),,,DH-13220,
DC-12503,1-text,1,1,1,,,,,,DH-13221,cc_stage5_phase2_2b_report.md,381,Claude Code session report or dispatch (a restatement by construction),,,DH-13221,
DC-12504,1-text,1,1,1,,,,,,DH-13222,cc_stage5_phase2_2b_report.md,387,Claude Code session report or dispatch (a restatement by construction),,,DH-13222,
DC-12505,1-text,1,1,1,,,,,,DH-13223,cc_stage5_phase2_2b_report.md,394,Claude Code session report or dispatch (a restatement by construction),,,DH-13223,
DC-12506,1-text,1,1,1,,,,,,DH-13224,cc_stage5_phase2_2c_report.md,1,Claude Code session report or dispatch (a restatement by construction),,,DH-13224,
DC-12507,1-text,1,1,1,,,,,,DH-13225,cc_stage5_phase2_2c_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-13225,
DC-12508,1-text,1,1,1,,,,,,DH-13226,cc_stage5_phase2_2c_report.md,12,Claude Code session report or dispatch (a restatement by construction),,,DH-13226,
DC-12509,1-text,1,1,1,,,,,,DH-13227,cc_stage5_phase2_2c_report.md,13,Claude Code session report or dispatch (a restatement by construction),,,DH-13227,
DC-12510,1-text,1,1,1,,,,,,DH-13228,cc_stage5_phase2_2c_report.md,14,Claude Code session report or dispatch (a restatement by construction),,,DH-13228,
DC-12511,1-text,1,1,1,,,,,,DH-13229,cc_stage5_phase2_2c_report.md,15,Claude Code session report or dispatch (a restatement by construction),,,DH-13229,
DC-12512,1-text,1,1,1,,,,,,DH-13230,cc_stage5_phase2_2c_report.md,16,Claude Code session report or dispatch (a restatement by construction),,,DH-13230,
DC-12513,1-text,1,1,1,,,,,,DH-13231,cc_stage5_phase2_2c_report.md,17,Claude Code session report or dispatch (a restatement by construction),,,DH-13231,
DC-12514,1-text,1,1,1,,,,,,DH-13232,cc_stage5_phase2_2c_report.md,18,Claude Code session report or dispatch (a restatement by construction),,,DH-13232,
DC-12515,1-text,1,1,1,,,,,,DH-13233,cc_stage5_phase2_2c_report.md,28,Claude Code session report or dispatch (a restatement by construction),,,DH-13233,
DC-12516,1-text,1,1,1,,,,,,DH-13234,cc_stage5_phase2_2c_report.md,30,Claude Code session report or dispatch (a restatement by construction),,,DH-13234,
DC-12517,1-text,1,1,1,,,,,,DH-13235,cc_stage5_phase2_2c_report.md,32,Claude Code session report or dispatch (a restatement by construction),,,DH-13235,
DC-12518,1-text,1,1,1,,,,,,DH-13236,cc_stage5_phase2_2c_report.md,34,Claude Code session report or dispatch (a restatement by construction),,,DH-13236,
DC-12519,1-text,1,1,1,,,,,,DH-13237,cc_stage5_phase2_2c_report.md,39,Claude Code session report or dispatch (a restatement by construction),,,DH-13237,
DC-12520,1-text,1,1,1,,,,,,DH-13238,cc_stage5_phase2_2c_report.md,43,Claude Code session report or dispatch (a restatement by construction),,,DH-13238,
DC-12521,1-text,1,1,1,,,,,,DH-13239,cc_stage5_phase2_2c_report.md,45,Claude Code session report or dispatch (a restatement by construction),,,DH-13239,
DC-12522,1-text,1,1,1,,,,,,DH-13240,cc_stage5_phase2_2c_report.md,47,Claude Code session report or dispatch (a restatement by construction),,,DH-13240,
DC-12523,1-text,1,1,1,,,,,,DH-13241,cc_stage5_phase2_2c_report.md,51,Claude Code session report or dispatch (a restatement by construction),,,DH-13241,
DC-12524,1-text,1,1,1,,,,,,DH-13242,cc_stage5_phase2_2c_report.md,52,Claude Code session report or dispatch (a restatement by construction),,,DH-13242,
DC-12525,1-text,1,1,1,,,,,,DH-13243,cc_stage5_phase2_2c_report.md,62,Claude Code session report or dispatch (a restatement by construction),,,DH-13243,
DC-12526,1-text,1,1,1,,,,,,DH-13244,cc_stage5_phase2_2c_report.md,74,Claude Code session report or dispatch (a restatement by construction),,,DH-13244,
DC-12527,1-text,1,1,1,,,,,,DH-13245,cc_stage5_phase2_2c_report.md,76,Claude Code session report or dispatch (a restatement by construction),,,DH-13245,
DC-12528,1-text,1,1,1,,,,,,DH-13246,cc_stage5_phase2_2c_report.md,82,Claude Code session report or dispatch (a restatement by construction),,,DH-13246,
DC-12529,1-text,1,1,1,,,,,,DH-13247,cc_stage5_phase2_2c_report.md,90,Claude Code session report or dispatch (a restatement by construction),,,DH-13247,
DC-12530,1-text,1,1,1,,,,,,DH-13248,cc_stage5_phase2_2c_report.md,96,Claude Code session report or dispatch (a restatement by construction),,,DH-13248,
DC-12531,1-text,1,1,1,,,,,,DH-13249,cc_stage5_phase2_2c_report.md,103,Claude Code session report or dispatch (a restatement by construction),,,DH-13249,
DC-12532,1-text,1,1,1,,,,,,DH-13250,cc_stage5_phase2_2c_report.md,106,Claude Code session report or dispatch (a restatement by construction),,,DH-13250,
DC-12533,1-text,1,1,1,,,,,,DH-13251,cc_stage5_phase2_2c_report.md,108,Claude Code session report or dispatch (a restatement by construction),,,DH-13251,
DC-12534,1-text,1,1,1,,,,,,DH-13252,cc_stage5_phase2_2c_report.md,109,Claude Code session report or dispatch (a restatement by construction),,,DH-13252,
DC-12535,1-text,1,1,1,,,,,,DH-13253,cc_stage5_phase2_2c_report.md,113,Claude Code session report or dispatch (a restatement by construction),,,DH-13253,
DC-12536,1-text,1,1,1,,,,,,DH-13254,cc_stage5_phase2_2c_report.md,116,Claude Code session report or dispatch (a restatement by construction),,,DH-13254,
DC-12537,1-text,1,1,1,,,,,,DH-13255,cc_stage5_phase2_2d_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-13255,
DC-12538,1-text,1,1,1,,,,,,DH-13256,cc_stage5_phase2_2d_report.md,20,Claude Code session report or dispatch (a restatement by construction),,,DH-13256,
DC-12539,1-text,1,1,1,,,,,,DH-13257,cc_stage5_phase2_2d_report.md,28,Claude Code session report or dispatch (a restatement by construction),,,DH-13257,
DC-12540,1-text,1,1,1,,,,,,DH-13258,cc_stage5_phase2_2d_report.md,64,Claude Code session report or dispatch (a restatement by construction),,,DH-13258,
DC-12541,1-text,1,1,1,,,,,,DH-13259,cc_stage5_phase2_2d_report.md,65,Claude Code session report or dispatch (a restatement by construction),,,DH-13259,
DC-12542,1-text,1,1,1,,,,,,DH-13260,cc_stage5_phase2_2d_report.md,71,Claude Code session report or dispatch (a restatement by construction),,,DH-13260,
DC-12543,1-text,1,1,1,,,,,,DH-13261,cc_stage5_phase2_2d_report.md,73,Claude Code session report or dispatch (a restatement by construction),,,DH-13261,
DC-12544,1-text,1,1,1,,,,,,DH-13262,cc_stage5_phase2_2d_report.md,78,Claude Code session report or dispatch (a restatement by construction),,,DH-13262,
DC-12545,1-text,1,1,1,,,,,,DH-13263,cc_stage5_phase2_2d_report.md,93,Claude Code session report or dispatch (a restatement by construction),,,DH-13263,
DC-12546,1-text,1,1,1,,,,,,DH-13264,cc_stage5_phase2_2d_report.md,94,Claude Code session report or dispatch (a restatement by construction),,,DH-13264,
DC-12547,1-text,1,1,1,,,,,,DH-13265,cc_stage5_phase2_2d_report.md,97,Claude Code session report or dispatch (a restatement by construction),,,DH-13265,
DC-12548,1-text,1,1,1,,,,,,DH-13266,cc_stage5_phase2_2d_report.md,99,Claude Code session report or dispatch (a restatement by construction),,,DH-13266,
DC-12549,1-text,1,1,1,,,,,,DH-13267,cc_stage5_phase2_2d_report.md,103,Claude Code session report or dispatch (a restatement by construction),,,DH-13267,
DC-12550,1-text,1,1,1,,,,,,DH-13268,cc_stage5_phase2_2d_report.md,112,Claude Code session report or dispatch (a restatement by construction),,,DH-13268,
DC-12551,1-text,1,1,1,,,,,,DH-13269,cc_stage5_phase2_2d_report.md,117,Claude Code session report or dispatch (a restatement by construction),,,DH-13269,
DC-12552,1-text,1,1,1,,,,,,DH-13271,cc_stage5_phase2_2d_report.md,123,Claude Code session report or dispatch (a restatement by construction),,,DH-13271,
DC-12553,1-text,1,1,1,,,,,,DH-13272,cc_stage5_phase2_2d_report.md,127,Claude Code session report or dispatch (a restatement by construction),,,DH-13272,
DC-12554,1-text,1,1,1,,,,,,DH-13273,cc_stage5_phase2_2d_report.md,131,Claude Code session report or dispatch (a restatement by construction),,,DH-13273,
DC-12555,1-text,1,1,1,,,,,,DH-13274,cc_stage5_phase2_2e_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-13274,
DC-12556,1-text,1,1,1,,,,,,DH-13275,cc_stage5_phase2_2e_report.md,13,Claude Code session report or dispatch (a restatement by construction),,,DH-13275,
DC-12557,1-text,1,1,1,,,,,,DH-13276,cc_stage5_phase2_2e_report.md,30,Claude Code session report or dispatch (a restatement by construction),,,DH-13276,
DC-12558,1-text,1,1,1,,,,,,DH-13277,cc_stage5_phase2_2e_report.md,51,Claude Code session report or dispatch (a restatement by construction),,,DH-13277,
DC-12559,1-text,1,1,1,,,,,,DH-13278,cc_stage5_phase2_2e_report.md,53,Claude Code session report or dispatch (a restatement by construction),,,DH-13278,
DC-12560,1-text,1,1,1,,,,,,DH-13279,cc_stage5_phase2_2e_report.md,81,Claude Code session report or dispatch (a restatement by construction),,,DH-13279,
DC-12561,1-text,1,1,1,,,,,,DH-13280,cc_stage5_phase2_2e_report.md,86,Claude Code session report or dispatch (a restatement by construction),,,DH-13280,
DC-12562,1-text,1,1,1,,,,,,DH-13281,cc_stage5_phase2_2e_report.md,92,Claude Code session report or dispatch (a restatement by construction),,,DH-13281,
DC-12563,1-text,1,1,1,,,,,,DH-13282,cc_stage5_phase2_2e_report.md,114,Claude Code session report or dispatch (a restatement by construction),,,DH-13282,
DC-12564,1-text,1,1,1,,,,,,DH-13283,cc_stage5_phase2_2e_report.md,116,Claude Code session report or dispatch (a restatement by construction),,,DH-13283,
DC-12565,1-text,1,1,1,,,,,,DH-13284,cc_stage5_phase2_2e_report.md,140,Claude Code session report or dispatch (a restatement by construction),,,DH-13284,
DC-12566,1-text,1,1,1,,,,,,DH-13285,cc_stage5_phase2_2e_report.md,152,Claude Code session report or dispatch (a restatement by construction),,,DH-13285,
DC-12567,1-text,1,1,1,,,,,,DH-13287,cc_stage5_phase2_2e_report.md,155,Claude Code session report or dispatch (a restatement by construction),,,DH-13287,
DC-12568,1-text,1,1,1,,,,,,DH-13288,cc_stage5_phase2_3_report.md,8,Claude Code session report or dispatch (a restatement by construction),,,DH-13288,
DC-12569,1-text,1,1,1,,,,,,DH-13289,cc_stage5_phase2_3_report.md,45,Claude Code session report or dispatch (a restatement by construction),,,DH-13289,
DC-12570,1-text,1,1,1,,,,,,DH-13290,cc_stage5_phase2_3_report.md,60,Claude Code session report or dispatch (a restatement by construction),,,DH-13290,
DC-12571,1-text,1,1,1,,,,,,DH-13291,cc_stage5_phase2_3_report.md,62,Claude Code session report or dispatch (a restatement by construction),,,DH-13291,
DC-12572,1-text,1,1,1,,,,,,DH-13292,cc_stage5_phase2_3_report.md,72,Claude Code session report or dispatch (a restatement by construction),,,DH-13292,
DC-12573,1-text,1,1,1,,,,,,DH-13293,cc_stage5_phase2_3_report.md,94,Claude Code session report or dispatch (a restatement by construction),,,DH-13293,
DC-12574,1-text,1,1,1,,,,,,DH-13294,cc_stage5_phase2_3_report.md,96,Claude Code session report or dispatch (a restatement by construction),,,DH-13294,
DC-12575,1-text,1,1,1,,,,,,DH-13295,cc_stage5_phase2_3_report.md,100,Claude Code session report or dispatch (a restatement by construction),,,DH-13295,
DC-12576,1-text,1,1,1,,,,,,DH-13296,cc_stage5_phase2_3_report.md,111,Claude Code session report or dispatch (a restatement by construction),,,DH-13296,
